id,rle_mask
a0b4f9b664,
0b4b5e2bb1,
fb5bb6be18,
1594446b53,
bff8269656,
879ed76a41,1 4335 4344 89 4445 87 4546 85 4647 83 4748 81 4849 79 4950 75 5051 71 5152 67 5253 63 5354 60 5455 58 5556 56 5657 54 5758 53 5859 51 5960 50 6061 49 6162 48 6263 47 6364 45 6465 39 6566 35 6667 32 6768 30 6869 29 6970 28 7071 26 7172 24 7273 23 7374 22 7475 20 7576 19 7677 17 7778 14 7879 11 7980 7 8081 5 8182 2
f78fcd6c45,
67da0e77b4,
08d073b404,1 8278 8283 92 8384 88 8485 85 8586 82 8687 80 8788 77 8889 73 8990 67 9091 61 9192 53 9293 44 9394 38 9495 35 9596 30 9697 25 9798 18 9899 8 10000 4
c54217c477,87 15 188 15 289 15 390 15 491 15 592 15 693 15 793 16 894 16 995 16 1096 16 1197 16 1297 17 1398 17 1498 18 1599 18 1699 19 1800 19 1900 20 2000 21 2101 21 2201 22 2301 23 2402 23 2503 23 2603 24 2704 24 2805 24 2905 25 3006 25 3107 25 3208 25 3308 26 3409 26 3510 26 3611 26 3712 26 3813 26 3914 26 4015 26 4116 26 4217 26 4318 26 4419 26 4519 27 4620 27 4721 27 4821 28 4922 28 5022 29 5123 29 5223 30 5323 31 5424 31 5524 32 5625 32 5726 32 5827 32 5928 32 6029 32 6130 32 6232 31 6334 30 6435 30 6536 30 6638 29 6739 29 6840 29 6941 29 7042 29 7143 29 7245 28 7346 28 7447 28 7547 29 7646 31 7745 33 7844 35 7943 37 8042 39 8141 41 8240 43 8340 39 8438 42 8537 46 8635 52 8733 55 8832 57 8931 59 9030 61 9130 62 9230 63 9330 64 9430 65 9530 66 9630 67 9729 69 9827 72 9926 74 10025 76 10126 76
61fbd7bcd9,
ed0e7d188e,
908b0475f4,4341 3 4436 9 4524 22 4620 27 4717 31 4816 33 4915 35 5015 36 5115 37 5216 37 5316 38 5415 40 5515 41 5614 43 5713 45 5812 47 5912 48 6012 49 6112 50 6213 50 6315 49 6417 48 6519 47 6621 46 6723 45 6824 45 6926 44 7027 44 7128 44 7229 44 7330 44 7431 44 7532 44 7634 43 7735 43 7836 43 7938 42 8039 42 8140 42 8241 42 8343 41 8444 41 8546 40 8647 40 8749 39 8850 39 8951 39 9053 38 9153 39 9254 39 9355 39 9455 40 9556 40 9657 40 9757 41 9858 41 9958 42 10059 42 10160 42
12c401001b,
ced71f3641,1 4441 4445 91 4546 85 4647 80 4748 73 4849 65 4950 57 5051 37 5096 7 5152 30 5253 24 5354 20 5455 17 5556 13 5657 10 5758 6 5859 2
c7dbcf550d,
763128cef3,
6947dbc4f4,
aa82830b4f,75 27 176 27 277 27 379 26 480 26 581 26 682 26 783 26 883 27 984 27 1085 27 1186 27 1287 27 1389 26 1490 26 1592 25 1694 24 1795 24 1897 23 1999 22 2101 21 2203 20 2304 20 2405 20 2507 19 2608 19 2709 19 2810 19 2911 19 3013 18 3115 17 3217 16 3319 15 3421 14 3524 12 3626 11 3730 8 3833 6 3935 5 4037 4 4139 3 4241 2 4343 1
939fbf65d8,4 98 105 98 206 98 308 97 411 95 512 95 615 93 717 92 819 91 922 89 1024 88 1125 88 1227 87 1328 87 1429 87 1530 87 1631 87 1733 86 1834 86 1935 86 2036 86 2137 86 2239 85 2340 85 2441 85 2542 85 2644 84 2745 84 2847 83 2948 83 3049 83 3151 82 3252 82 3353 82 3454 82 3555 82 3656 82 3757 82 3858 82 3959 82 4060 82 4161 82 4262 82 4363 82 4464 82 4565 82 4666 82 4767 82 4869 81 4970 81 5071 81 5173 80 5274 80 5376 79 5477 79 5579 78 5680 78 5781 78 5883 77 5984 77 6085 77 6186 77 6287 77 6389 76 6490 76 6591 76 6692 76 6793 76 6894 76 6996 75 7097 75 7198 75 7299 75 7400 75 7501 75 7603 74 7704 74 7806 73 7907 73 8008 73 8110 72 8211 72 8312 72 8414 71 8515 71 8616 71 8717 71 8818 71 8919 71 9020 71 9121 71 9222 71 9322 72 9423 72 9524 72 9624 73 9725 73 9825 74 9925 75 10025 76 10126 76
9fb88ef17c,
cbd649b1ee,
2dd75dd10c,5060 6 5077 9 5152 43 5253 77 5337 7 5354 4848
ee5cddeb0c,
501da23c5b,
157500b95c,
5cfc14855c,7574 2 7674 3 7774 4 7875 4 7976 4 8077 4 8179 3 8280 3 8382 2
b53cd73f5e,8783 5 8878 11 8975 15 9074 17 9172 20 9271 22 9369 25 9467 28 9564 32 9661 36 9758 40 9853 46 9947 53 10045 56 10145 57
32b6780741,9495 10 9514 6 9596 28 9697 30 9798 34 9899 35 10000 36 10101 36
bc9ee00ac3,15 87 114 89 213 93 310 9891
92e4cc072a,44 7 143 11 242 14 345 11 447 10 547 11 648 11 751 7 953 1 1053 2 7215 1 7314 1 7393 1 7397 3 7413 3 7442 2 7493 2 7522 1 7527 4 7533 4 7538 7 7599 7 7616 31 7694 13 7716 33 7794 14 7809 41 7894 57 7990 2 7995 59 8090 69 8191 71 8292 71 8393 72 8495 72 8597 1 8599 69 8700 69 8803 67 8904 67 9005 67 9107 66 9207 67 9308 67 9411 65 9512 65 9613 65 9715 63 9816 63 9917 62 10017 29 10047 32 10119 24 10152 27
4b05075e91,
0dd4d9acf7,23 79 123 80 223 81 323 82 422 84 521 86 620 88 719 90 816 1609 2431 95 2541 86 2647 81 2751 78 2855 75 2959 72 3063 69 3167 66 3271 63 3376 59 3482 54 3588 49 3694 44 3801 38 3908 32 4012 29 4115 27 4218 25 4321 23 4423 22 4525 21 4627 20 4730 18 4832 17 4935 15 5037 14 5140 12 5242 11 5344 10 5447 8 5549 7 5651 6 5752 6 5854 5 5954 6 6055 6 6155 7 6256 7 6358 6 6459 6 6562 4 6664 3
2d777bcac5,
b542d75a78,67 35 168 35 269 35 371 34 472 34 574 33 675 33 777 32 878 32 980 31 1082 30 1183 30 1285 29 1386 29 1487 29 1589 28 1690 28 1791 28 1893 27 1994 27 2095 27 2196 27 2298 26 2399 26 2500 26 2601 26 2702 26 2803 26 2904 26 3005 26 3105 27 3206 27 3307 27 3408 27 3508 28 3609 28 3710 28 3811 28 3911 29 4012 29 4112 30 4212 31 4312 32 4413 32 4513 33 4613 34 4714 34 4814 35 4915 35 5016 35 5116 36 5217 36 5317 37 5418 37 5518 38 5619 38 5719 39 5820 39 5920 40 6018 43 6116 46 6215 48 6314 50 6411 54 6510 56 6609 58 6709 59 6809 60 6908 62 7008 63 7108 64 7207 66 7307 67 7406 69 7504 72 7603 74 7702 76 7802 77 7901 79 8000 81 8099 83 8199 84 8298 86 8398 87 8498 88 8598 89 8699 89 8799 90 8899 91 9000 91 9101 91 9201 92 9302 92 9403 92 9503 93 9604 93 9705 93 9806 93 9906 94 10007 94 10108 94
6d94eea16d,1 8703 8723 3 8733 68 8841 58 8947 51 9050 44 9152 40 9255 38 9360 34 9467 28 9570 26 9672 25 9774 24 9876 23 9977 23 10078 23 10179 23
27f4d59295,76 26 177 26 278 26 379 26 480 26 581 26 682 26 783 26 883 27 984 27 1085 27 1187 26 1288 26 1389 26 1490 26 1591 26 1692 26 1793 26 1893 27 1994 27 2093 29 2191 32 2289 35 2389 36 2489 37 2590 37 2690 38 2790 39 2890 39 2991 36 3091 36 3191 36 3292 35 3392 35 3492 35 3591 37 3690 38 3789 40 3889 40 3989 40 4089 40 4190 39 4291 37 4392 35 4493 31 4595 24 4697 18 4799 14 4902 9
27aa644839,
a17c4dc16f,
98994afc4f,
3e72a48ef4,1 3030 3032 100 3139 94 3256 78 3362 11 3386 49 3512 17
e135f81c66,26 7 127 8 228 8 329 9 430 10 531 11 632 12 733 14 835 14 936 15 1037 16 1138 17 1239 17 1340 18 1442 18 1543 19 1644 19 1746 19 1847 20 1949 20 2050 22 2152 22 2254 22 2356 22 2458 22 2560 22 2662 21 2764 21 2866 21 2968 20 3070 20 3172 20 3273 21 3375 21 3477 21 3579 21 3681 20 3784 19 3885 20 3987 19 4089 19 4191 19 4294 18 4397 17 4499 17 4601 17 4703 18 4805 18 4907 18 5009 19 5111 20 5213 20 5315 21 5417 22 5519 23 5621 23 5723 23 5826 23 5929 22 6031 22 6133 22 6235 22 6337 23 6438 25 6540 26 6641 26 6743 25 6845 24 6946 24 7047 24 7148 24 7249 24 7349 25 7450 25 7550 26 7650 27 7751 27 7851 28 7951 29 8050 31 8149 33 8249 34 8348 36 8448 37 8548 38 8647 40 8747 41 8845 44 8943 47 9041 50 9139 53 9238 55 9338 56 9436 59 9535 61 9635 62 9734 64 9833 66 9932 68 10032 69 10132 70
5f7859c06f,1 3434 3443 93 3548 89 3653 85 3758 81 3864 76 3970 71 4084 58 4196 47 4301 43 4405 40 4509 37 4614 33 4727 21 4839 10 4943 7 5049 2
d0a0d48334,
d4939a8bb6,405 1 506 3 607 4 708 5 809 5 910 6 1011 7 1112 7 1213 8 1314 9 1415 10 1516 11 1617 12 1718 13 1819 14 1920 14 2021 15 2122 16 2223 17 2324 18 2425 19 2526 20 2627 21 2728 21 2829 22 2930 23 3031 24 3132 25 3233 26 3334 27 3435 28 3536 29 3637 30 3738 31 3839 32 3940 34 4041 36 4142 38 4243 40 4344 3 4352 33 4455 33 4558 32 4661 31 4763 31 4866 31 4968 31 5070 31 5172 31 5275 30 5378 29 5480 29 5583 28 5685 27 5788 25 5890 24 5993 22 6096 20 6199 18 6302 15 6405 11 6508 9 6611 5
555a28a94f,
e3cced6b6a,1414 1 1507 9 1603 14 1700 18 1798 21 1896 24 1995 26 2093 29 2191 32 2289 35 2388 37 2488 38 2588 39 2689 39 2790 39 2892 38 2994 37 3097 35 3199 34 3301 33 3402 33 3502 34 3602 35 3702 36 3803 36 3904 36 4005 36 4106 36 4208 35 4309 35 4409 36 4509 37 4608 39 4705 43 4803 46 4899 51 4996 55 5093 59 5190 63 5291 63 5393 62 5496 60 5599 58 5703 55 5809 50 5918 23 5958 2
c6650767c2,161 1 260 3 359 9 458 11 557 14 656 17 754 21 853 24 949 31 1046 37 1113 1 1115 15 1143 43 1213 76 1314 78 1415 81 1516 83 1617 85 1718 86 1819 87 1920 88 2021 90 2122 91 2223 92 2324 92 2425 93 2526 94 2627 95 2728 95 2829 96 2930 97 3031 97 3132 98 3233 98 3334 98 3435 97 3536 97 3637 97 3738 97 3839 97 3940 98 4041 99 4142 6060
f3b0873046,
98e18540a2,2425 5 2526 13 2627 21 2728 39 2829 42 2930 45 3031 47 3132 49 3233 51 3334 53 3435 55 3536 58 3637 60 3738 62 3839 64 3940 65 4041 67 4142 68 4243 69 4344 70 4445 71 4546 73 4647 75 4748 77 4849 78 4950 79 5051 80 5152 81 5253 82 5354 83 5455 85 5556 86 5657 87 5758 89 5859 90 5960 91 6061 92 6162 93 6263 94 6364 95 6465 96 6566 98 6667 100 6768 3434
4235358bc3,52 50 152 51 253 51 354 51 454 52 555 52 655 53 756 53 856 54 957 54 1058 54 1160 53 1261 53 1362 53 1464 52 1565 52 1666 52 1767 52 1868 52 1969 52 2070 52 2171 52 2271 53 2372 53 2473 53 2574 53 2675 53 2776 53 2877 53 2977 54 3078 54 3178 55 3279 55 3379 56 3480 56 3580 57 3681 57 3781 58 3881 59 3982 59 4082 60 4183 60 4283 61 4384 61 4485 61 4585 62 4685 63 4786 63 4887 63 4987 64 5088 64 5188 65 5289 65 5390 65 5491 65 5592 65 5693 65 5794 65 5896 64 5997 64 6099 63 6200 63 6302 62 6404 61 6506 60 6607 60 6709 59 6811 58 6913 57 7014 57 7117 55 7218 55 7321 53 7423 52 7526 50 7628 49 7731 47 7833 46 7935 45 8037 44 8139 43 8241 42 8343 41 8446 39 8548 38 8650 37 8751 37 8853 36 8955 35 9057 34 9159 33 9260 33 9361 33 9463 32 9563 33 9664 33 9764 34 9865 34 9965 35 10066 35 10167 35
97a26ea163,1 95 102 96 203 97 304 98 405 9797
a5fc503220,3940 2 4041 3 4142 4 4243 4 4344 4 4445 5 4546 5 4647 5 4748 5 4849 5 4950 6 5051 6 5152 7 5253 7 5354 7 5455 8 5556 8 5657 9 5758 10 5859 11 5960 11 6061 12 6162 13 6263 14 6364 14 6465 14 6566 15 6667 15 6768 15 6869 15 6970 16 7071 16 7172 17 7273 17 7374 18 7475 18 7576 19 7677 19 7778 19 7879 20 7980 20 8081 20 8182 20 8283 21 8384 21 8485 21 8586 21 8687 21 8788 21 8889 21 8990 21 9091 21 9192 21 9293 22 9394 22 9495 22 9596 22 9697 22 9798 22 9899 23 10000 23 10101 23
d155b45b62,1 6965 6970 94 7071 91 7172 89 7273 87 7374 85 7475 84 7576 83 7677 82 7778 81 7879 79 7980 78 8081 77 8182 76 8283 75 8384 74 8485 72 8586 70 8687 68 8788 65 8889 63 8990 59 9091 56 9192 53 9293 48 9394 41 9495 37 9596 33 9697 30 9798 26 9899 24 10000 22 10101 21
eafa11cd72,1 8986 8990 95 9091 92 9192 88 9293 85 9394 81 9495 78 9596 75 9697 72 9798 69 9899 68 10000 67 10101 66
ba4c45d323,
1cf33ec55a,35 67 136 67 238 66 341 64 444 62 547 60 650 58 756 53 865 45 970 41 1077 5 1092 20 1211 2
ce7de72524,1 37 102 38 203 38 304 39 405 41 506 42 607 42 708 43 809 43 910 43 1011 43 1112 43 1213 44 1314 44 1415 44 1516 44 1617 44 1718 43 1819 44 1920 44 2021 44 2122 44 2223 44 2324 44 2425 44 2526 44 2627 45 2728 46 2829 46 2930 47 3031 48 3132 48 3233 49 3334 50 3435 51 3536 53 3637 54 3738 56 3839 57 3940 58 4041 59 4142 60 4243 61 4344 63 4445 65 4546 67 4647 69 4748 71 4849 72 4950 73 5051 73 5152 73 5253 72 5354 70 5455 69 5556 67 5657 66 5758 64 5859 63 5960 61 6061 60 6162 58 6263 57 6364 55 6465 54 6566 52 6667 51 6768 49 6869 47 6970 45 7071 43 7172 41 7273 39 7374 37 7475 36 7576 34 7677 33 7778 31 7879 30 7980 28 8081 27 8182 25 8283 25 8384 24 8485 23 8586 23 8687 22 8788 21 8889 20 8990 19 9091 19 9192 18 9293 18 9394 17 9495 17 9596 17 9697 16 9798 16 9899 16 10000 16 10101 15
5e41dd0388,1 808 811 99 913 98 1014 98 1116 97 1217 97 1319 96 1420 96 1521 96 1623 95 1724 95 1825 95 1927 94 2028 94 2130 93 2231 93 2333 92 2434 92 2536 91 2639 89 2741 88 2843 87 2945 86 3047 85 3149 84 3250 84 3352 83 3454 82 3556 81 3657 81 3759 80 3860 80 3962 79 4063 79 4164 79 4265 79 4366 79 4467 79 4568 79 4669 79 4770 79 4871 79 4972 79 5073 79 5174 79 5275 79 5376 79 5477 79 5578 79 5679 79 5780 79 5880 80 5981 80 6082 80 6183 80 6284 80 6385 80 6486 80 6587 80 6688 80 6789 80 6890 80 6992 79 7094 78 7195 78 7297 77 7398 77 7499 77 7600 77 7701 77 7802 77 7903 77 8005 76 8106 76 8207 76 8309 75 8410 75 8512 74 8614 73 8715 73 8817 72 8918 72 9020 71 9122 70 9223 70 9325 69 9426 69 9528 68 9629 68 9731 67 9832 67 9933 67 10034 67 10135 67
a1a950ce34,
f89138fa75,90 12 191 12 293 11 394 11 496 10 598 9 700 8 801 8 903 7 1004 7 1106 6 1207 6 1309 5 1411 4 1512 4 1614 3 1715 3 1817 2
15ecb44c76,
2fecaf1c54,
0f9ca6c340,
9366fccb95,4831 11 4920 30 5012 39 5103 49 5197 56 5289 65 5385 70 5482 74 5580 77 5677 81 5774 85 5871 89 5968 93 6065 4137
c543bb359b,74 28 175 28 276 28 377 28 478 28 579 28 680 28 782 27 883 27 984 27 1086 26 1187 26 1288 26 1390 25 1491 25 1593 24 1694 24 1796 23 1898 22 2000 21 2101 21 2203 20 2304 20 2406 19 2508 18 2609 18 2710 18 2812 17 2914 16 3015 16 3117 15 3218 15 3320 14 3421 14 3523 13 3625 12 3727 11 3829 10 3932 8 4034 2 4037 3
ac1c1262a0,
dab9d0e3e6,
c5f6d81074,
6ba0ff2b77,
616ef89f45,4224 6 4323 12 4422 15 4522 17 4558 7 4622 19 4657 10 4722 20 4756 24 4823 21 4855 32 4923 24 4948 2 4955 35 5023 28 5055 37 5122 30 5156 37 5218 35 5255 41 5315 84 5412 89 5510 4692
d9cf5a971f,
2c4d015b90,
93577f1313,8586 1 8687 2 8788 2 8889 2 8990 2 9091 2 9192 1
a62c94394a,
9a616b906b,1717 1 1816 3 1916 4 2015 6 2113 9 2211 12 2309 15 2408 17 2508 18 2607 20 2707 21 2806 23 2905 25 3005 26 3104 28 3203 30 3303 31 3402 33 3502 34 3602 35 3701 37 3800 39 3899 41 3998 43 4097 45 4195 48 4294 50 4394 51 4493 53 4593 54 4692 56 4792 57 4892 58 4992 59 5091 61 5191 62 5291 63 5390 65 5489 67 5587 70 5684 74 5782 77 5881 79 5979 82 6078 84 6177 86 6276 88 6376 89 6475 91 6574 93 6674 94 6773 3429
7b10e08263,
8bbb229784,
9a346d8216,
2b1bc39770,
3ecd9b4931,1 7875 7879 95 7980 26 8023 23 8054 19 8081 21 8128 16 8235 8
e47e42d98b,1 95 102 94 203 93 304 91 405 89 506 88 607 87 708 86 809 85 910 84 1011 83 1112 83 1213 82 1314 82 1415 81 1516 81 1617 80 1718 79 1819 79 1920 77 2021 76 2122 76 2223 75 2324 74 2425 73 2526 72 2627 71 2728 70 2829 68 2930 67 3031 66 3132 65 3233 64 3334 64 3435 63 3536 63 3637 63 3738 63 3839 64 3940 64 4041 64 4142 65 4243 66 4344 66 4445 67 4546 68 4647 68 4748 68 4849 67 4950 66 5051 65 5152 63 5253 62 5354 60 5455 59 5556 59 5657 59 5758 59 5859 58 5960 58 6061 58 6162 58 6263 58 6364 58 6465 59 6566 59 6667 59 6768 59 6869 59 6970 59 7071 60 7172 60 7273 61 7374 62 7475 63 7576 63 7677 64 7778 64 7879 64 7980 64 8081 64 8182 63 8283 63 8384 62 8485 62 8586 62 8687 62 8788 62 8889 63 8990 63 9091 63 9192 63 9293 64 9394 64 9495 64 9596 64 9697 65 9798 65 9899 66 10000 66 10101 66
46c8f4192e,5009 7 5107 11 5206 14 5306 16 5405 18 5505 20 5604 22 5704 24 5804 25 5903 28 6002 31 6101 34 6200 36 6297 41 6393 47 6490 51 6589 54 6688 57 6786 61 6869 5 6883 69 6970 87 7071 88 7172 89 7273 90 7374 91 7475 92 7576 96 7677 100 7778 2424
827bc20b7a,
8245366dcf,1 8585 8587 100 8688 100 8789 1413
73e231af37,1 2420 2425 94 2526 91 2627 88 2728 85 2829 82 2930 79 3031 75 3132 72 3233 68 3334 64 3435 61 3536 57 3637 53 3738 45 3839 37 3940 31 4041 25 4142 15 4243 8
8cc2d23c57,
68519b8d65,10 92 111 92 212 92 313 92 414 92 515 92 616 92 717 92 818 92 919 92 1019 93 1120 93 1221 93 1321 94 1422 94 1522 95 1622 96 1721 4037 5759 100 5862 98 5964 97 6066 96 6167 96 6269 95 6370 95 6471 95 6573 94 6674 94 6775 94 6876 94 6977 94 7078 94 7179 94 7279 95 7380 95 7481 95 7582 95 7684 94 7785 94 7886 94 7987 94 8088 94 8189 94 8290 94 8391 94 8492 94 8593 94 8694 94 8795 94 8896 94 8997 94 9098 94 9198 95 9299 95 9400 95 9501 95 9602 95 9703 95 9804 95 9905 95 10006 95 10108 94
db52b1a918,1 4237 4243 86 4344 75 4445 59 4546 50 4647 36 4758 23 4873 5
4e502a4a1f,
8bcd5f745b,78 24 179 24 280 24 380 25 481 25 581 26 681 27 782 27 882 28 983 28 1083 29 1184 29 1284 30 1384 31 1485 31 1585 32 1686 32 1787 32 1887 33 1987 34 2088 34 2188 35 2289 35 2389 36 2489 37 2590 37 2690 38 2791 38 2892 38 2993 38 3094 38 3195 38 3296 38 3397 38 3499 37 3600 37 3701 37 3803 36 3904 36 4005 36 4107 35 4208 35 4309 35 4411 34 4512 34 4613 34 4714 34 4816 33 4917 33 5018 33 5119 33 5220 33 5320 34 5421 34 5522 34 5622 35 5723 35 5823 36 5923 37 6024 37 6124 38 6224 39 6325 39 6425 40 6525 41 6626 41 6726 42 6827 42 6927 43 7028 43 7129 43 7230 43 7331 43 7432 43 7534 42 7636 41 7738 40 7839 40 7941 39 8042 39 8143 39 8244 39 8345 39 8447 38 8548 38 8649 38 8750 38 8852 37 8953 37 9054 37 9155 37 9256 37 9357 37 9458 37 9559 37 9660 37 9761 37 9861 38 9962 38 10063 38 10163 39
ffca00e9d7,1 9797 9810 89 9919 81 10024 77 10126 76
4424dfb42f,
870e83dd9d,
3eb7ad3107,
cc8e029e21,4140 2 4240 3 4340 4 4440 5 4539 7 4639 8 4739 9 4839 10 4940 10 5041 10 5142 10 5244 9 5346 8 5447 8 5550 6 5652 5 5754 4 5856 3 5958 2
608e51e49b,
6a4a8f9166,48 54 149 54 249 55 350 55 450 56 550 57 651 57 751 58 852 58 952 59 1053 59 1153 60 1254 60 1354 61 1455 61 1555 62 1655 63 1756 63 1857 63 1957 64 2058 64 2160 63 2261 63 2362 63 2464 62 2565 62 2666 62 2768 61 2869 61 2970 61 3071 61 3172 61 3273 61 3374 61 3475 61 3576 61 3677 61 3779 60 3880 60 3982 59 4083 59 4184 59 4285 59 4387 58 4488 58 4590 57 4691 57 4792 57 4893 57 4994 57 5095 57 5195 58 5296 58 5397 58 5498 58 5599 58 5700 58 5801 58 5902 58 6003 58 6104 58 6205 58 6307 57 6408 57 6510 56 6611 56 6713 55 6814 55 6915 55 7016 55 7117 55 7218 55 7319 55 7420 55 7521 55 7622 55 7723 55 7824 55 7924 56 8025 56 8125 57 8226 57 8326 58 8427 58 8528 58 8629 58 8730 58 8832 57 8934 56 9036 55 9138 54 9239 54 9341 53 9443 52 9544 52 9645 52 9747 51 9848 51 9949 51 10050 51 10151 51
7ad42439bc,1 72 102 72 203 71 304 71 405 70 506 69 607 69 708 68 809 68 910 67 1011 67 1112 66 1213 66 1314 65 1415 65 1516 65 1617 64 1718 64 1819 64 1920 63 2021 62 2122 62 2223 61 2324 60 2425 59 2527 57 2628 56 2729 55 2830 55 2930 56 3031 56 3132 56 3233 57 3334 57 3435 57 3536 58 3637 58 3738 59 3839 59 3940 60 4041 61 4142 62 4243 64 4344 65 4445 67 4546 69 4647 72 4748 76 4846 83 4943 235 5183 91 5286 88 5388 87 5489 86 5591 85 5692 84 5794 82 5895 82 5997 80 6099 78 6200 77 6303 74 6405 69 6507 66 6610 57 6668 4 6712 56 6814 55 6917 53 7020 51 7122 50 7225 48 7327 47 7431 44 7536 40 7642 35 7754 24 7859 20 7964 16 8068 13 8171 11 8277 6 8381 3
c4d1e821d1,1 84 102 85 203 85 304 85 405 86 506 86 607 87 708 87 809 87 910 88 1011 88 1112 88 1213 88 1314 88 1415 88 1516 88 1617 88 1718 88 1819 89 1920 89 2021 90 2122 90 2223 91 2324 91 2425 91 2526 91 2627 91 2728 91 2829 92 2930 92 3031 92 3132 93 3233 93 3334 94 3435 94 3536 95 3637 95 3738 95 3839 96 3940 96 4041 97 4142 97 4243 99 4344 100 4445 5757
c9fd06a1f9,1 49 102 49 203 49 304 49 405 50 506 51 607 52 708 53 809 53 910 54 1011 54 1112 54 1213 54 1314 53 1415 52 1516 51 1617 50 1718 49 1819 48 1920 47 2021 46 2122 46 2223 46 2324 45 2425 45 2526 45 2627 45 2728 45 2829 45 2930 45 3031 44 3132 44 3233 44 3334 44 3435 44 3536 43 3637 44 3738 44 3839 44 3940 45 4041 46 4142 46 4243 47 4344 48 4445 48 4546 48 4647 49 4748 49 4849 49 4950 49 5051 49 5152 48 5253 48 5354 47 5455 46 5556 46 5657 45 5758 45 5859 44 5960 44 6061 44 6162 44 6263 44 6364 44 6465 44 6566 44 6667 44 6768 45 6869 45 6970 46 7071 47 7172 49 7273 50 7374 51 7475 53 7576 55 7677 58 7778 61 7879 64 7980 68 8081 73 8182 77 8283 81 8384 84 8485 86 8586 87 8687 87 8788 87 8889 87 8990 85 9091 84 9192 82 9293 81 9394 80 9495 79 9596 78 9697 77 9798 76 9899 75 10000 74 10101 74
89d0caa7d1,
e171e6162c,12 73 113 73 216 69 319 65 423 60 526 54 628 52 731 48 833 46 934 45 1035 43 1136 42 1237 40 1338 38 1438 38 1538 37 1638 36 1739 35 1839 35 1939 35 2039 35 2139 35 2238 36 2336 39 2434 41 2533 43 2632 44 2732 44 2832 44 2932 44 3031 45 3132 43 3233 35 3334 31 3435 30 3536 30 3637 30 3739 29 3842 27 3943 28 4046 26 4147 26 4249 25 4351 23 4454 20 4555 18 4658 13 4759 9 4862 4 8483 2 8582 4 8680 7 8777 11 8873 16 8970 20 9067 24 9165 27 9262 31 9361 33 9459 36 9557 39 9654 43 9751 47 9847 52 9937 63 10035 66 10135 67
436fead290,
d23419186e,1 909 918 93 1026 86 1132 81 1237 77 1341 74 1445 71 1548 69 1652 66 1756 63 1861 59 1965 56 2068 54 2172 51 2275 49 2378 47 2480 46 2583 44 2686 42 2789 40 2893 37 2997 34 3101 31 3207 26 3312 22 3417 18 3523 5 3534 2
989778f18c,
6b97b024aa,
e51487b92e,
1e2ff4572f,39 63 140 63 242 62 343 62 445 61 547 60 648 60 750 59 852 58 953 58 1055 57 1156 57 1258 56 1360 55 1462 54 1564 53 1665 53 1767 52 1868 52 1969 52 2070 52 2172 51 2273 51 2374 51 2475 51 2576 51 2677 51 2777 52 2877 53 2977 54 3075 57 3173 60 3272 62 3371 64 3470 66 3569 68 3667 71 3766 73 3864 76 3962 79 4060 82 4159 84 4257 87 4356 89 4455 91 4554 93 4653 95 4751 3121 7876 95 7980 91 8081 89 8182 88 8283 87 8384 87 8485 87 8586 86 8687 87 8788 87 8889 1313
19a274548c,56 46 156 47 257 47 352 53 444 62 541 66 638 70 735 74 829 81 925 86 1022 90 1116 3935 5055 97 5161 92 5267 87 5372 83 5478 78 5583 74 5686 72 5790 69 5893 67 5996 65 6099 63 6202 61 6305 59 6409 56 6513 53 6616 51 6719 49 6823 46 6925 45 7028 43 7130 42 7232 41 7334 40 7436 39 7537 39 7639 38 7740 38 7841 38 7942 38 8042 39 8142 40 8243 40 8343 41 8443 42 8544 42 8644 43 8745 43 8845 44 8946 44 9047 44 9148 44 9249 44 9351 43 9452 43 9554 42 9656 41 9758 40 9861 38 9963 37 10064 37 10166 36
87eff3371d,
0616cb9c1f,15 87 115 88 213 91 311 94 407 9795
3885101128,1 17 102 17 203 15 304 14 405 13 506 12 607 11 708 10 809 9 910 8 1011 8 1112 7 1213 7 1314 6 1415 6 1516 6 1617 6 1718 6 1819 6 1920 6 2021 6 2122 6 2223 4
2bfe79c7c6,
565c15d6b2,
051c0a2ddb,6160 2 6261 2 6361 3 6462 3 6563 3 6664 3 6765 3 6865 4 6966 4 7067 4 7168 4 7269 4 7370 4 7471 4 7572 4 7674 3 7775 3 7876 3 7978 2 8079 2 8180 2 8281 2 8382 2 8483 2 8584 2 8684 3 8785 3 8886 3 8987 3 9088 3 9188 4 9289 4 9390 4 9491 4 9591 5 9692 5 9793 5 9894 5 9994 6 10095 6 10196 6
6cd1de8ef4,12 24 76 26 107 31 177 26 208 29 278 26 309 31 379 26 410 29 480 26 508 35 581 26 608 36 682 26 709 36 783 62 884 60 984 61 1084 65 1185 64 1286 66 1385 68 1484 73 1579 80 1660 2 1679 85 1779 88 1876 1 1879 4888 6768 98 6869 96 6970 95 7071 93 7172 92 7273 91 7374 90 7475 89 7576 88 7677 87 7778 86 7879 86 7980 85 8081 84 8182 84 8283 83 8384 83 8485 83 8586 83 8687 82 8788 82 8889 82 8990 81 9091 81 9192 81 9293 80 9394 80 9497 78 9599 1 9601 75 9702 74 9803 74 9905 72 10006 72 10110 69
